Student 1: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'B', 'SPORT': 'A', 'SCI': 'D'}, Average Score=72.20
Student 805: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'D', 'SPORT': 'A', 'SCI': 'D'}, Average Score=68.00
Student 806: Grades={'ENG': 'D', 'MATH': 'C', 'CP': 'B', 'SPORT': 'F', 'SCI': 'F'}, Average Score=57.80
Student 807: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'A', 'SPORT': 'B', 'SCI': 'F'}, Average Score=73.40
Student 808: Grades={'ENG': 'C', 'MATH': 'D', 'CP': 'C', 'SPORT': 'A', 'SCI': 'D'}, Average Score=67.40
Student 809: Grades={'ENG': 'F', 'MATH': 'C', 'CP': 'D', 'SPORT': 'D', 'SCI': 'D'}, Average Score=54.80
Student 810: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'A', 'SPORT': 'F', 'SCI': 'C'}, Average Score=67.80
Student 811: Grades={'ENG': 'D', 'MATH': 'B', 'CP': 'F', 'SPORT': 'B', 'SCI': 'D'}, Average Score=60.60
Student 812: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'A', 'SPORT': 'B', 'SCI': 'A'}, Average Score=80.60
Student 813: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'D', 'SPORT': 'C', 'SCI': 'A'}, Average Score=76.80
Student 814: Grades={'ENG': 'B', 'MATH': 'C', 'CP': 'B', 'SPORT': 'D', 'SCI': 'F'}, Average Score=61.20
Student 815: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'A', 'SPORT': 'B', 'SCI': 'D'}, Average Score=64.80
Student 816: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'F', 'SPORT': 'A', 'SCI': 'B'}, Average Score=68.20
Student 817: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'D', 'SPORT': 'C', 'SCI': 'D'}, Average Score=60.60
Student 818: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'D', 'SCI': 'C'}, Average Score=77.40
Student 819: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'D'}, Average Score=88.40
Student 820: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'A', 'SPORT': 'D', 'SCI': 'A'}, Average Score=80.20
Student 821: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'D', 'SPORT': 'F', 'SCI': 'D'}, Average Score=53.40
Student 822: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'F', 'SPORT': 'C', 'SCI': 'D'}, Average Score=56.20
Student 823: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'B', 'SPORT': 'D', 'SCI': 'A'}, Average Score=72.20
Student 824: Grades={'ENG': 'D', 'MATH': 'F', 'CP': 'C', 'SPORT': 'F', 'SCI': 'A'}, Average Score=57.00
Student 825: Grades={'ENG': 'D', 'MATH': 'D', 'CP': 'A', 'SPORT': 'B', 'SCI': 'A'}, Average Score=76.40
Student 826: Grades={'ENG': 'C', 'MATH': 'D', 'CP': 'A', 'SPORT': 'B', 'SCI': 'A'}, Average Score=76.20
Student 827: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'A', 'SPORT': 'C', 'SCI': 'A'}, Average Score=74.20
Student 828: Grades={'ENG': 'D', 'MATH': 'D', 'CP': 'B', 'SPORT': 'D', 'SCI': 'B'}, Average Score=64.00
Student 829: Grades={'ENG': 'C', 'MATH': 'B', 'CP': 'D', 'SPORT': 'A', 'SCI': 'F'}, Average Score=65.20
Student 830: Grades={'ENG': 'C', 'MATH': 'B', 'CP': 'A', 'SPORT': 'D', 'SCI': 'A'}, Average Score=80.20
Student 831: Grades={'ENG': 'B', 'MATH': 'F', 'CP': 'C', 'SPORT': 'A', 'SCI': 'A'}, Average Score=70.00
Student 832: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'A', 'SPORT': 'D', 'SCI': 'A'}, Average Score=73.00
Student 833: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'D', 'SCI': 'B'}, Average Score=81.20
Student 834: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'F', 'SPORT': 'A', 'SCI': 'C'}, Average Score=78.00
Student 835: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'B', 'SPORT': 'A', 'SCI': 'F'}, Average Score=73.80
Student 836: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'B', 'SPORT': 'C', 'SCI': 'A'}, Average Score=79.40
Student 837: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'B', 'SPORT': 'F', 'SCI': 'C'}, Average Score=55.60
Student 838: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'A', 'SPORT': 'F', 'SCI': 'C'}, Average Score=71.80
Student 839: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'F', 'SPORT': 'D', 'SCI': 'C'}, Average Score=61.00
Student 840: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'D', 'SPORT': 'C', 'SCI': 'C'}, Average Score=63.20
Student 841: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'B', 'SPORT': 'A', 'SCI': 'A'}, Average Score=84.20
Student 842: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'A', 'SPORT': 'D', 'SCI': 'A'}, Average Score=76.40
Student 843: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'A', 'SPORT': 'C', 'SCI': 'C'}, Average Score=76.40
Student 844: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'C', 'SPORT': 'D', 'SCI': 'F'}, Average Score=52.00
Student 845: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'B', 'SPORT': 'C', 'SCI': 'C'}, Average Score=72.00
Student 846: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'A', 'SPORT': 'C', 'SCI': 'C'}, Average Score=74.60
Student 847: Grades={'ENG': 'B', 'MATH': 'F', 'CP': 'C', 'SPORT': 'D', 'SCI': 'D'}, Average Score=56.20
Student 848: Grades={'ENG': 'B', 'MATH': 'F', 'CP': 'F', 'SPORT': 'F', 'SCI': 'F'}, Average Score=53.20
Student 849: Grades={'ENG': 'C', 'MATH': 'F', 'CP': 'B', 'SPORT': 'C', 'SCI': 'A'}, Average Score=69.40
Student 850: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'C', 'SPORT': 'A', 'SCI': 'D'}, Average Score=74.00
Student 851: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'A', 'SPORT': 'F', 'SCI': 'D'}, Average Score=68.20
Student 852: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'D', 'SPORT': 'A', 'SCI': 'A'}, Average Score=73.80
Student 853: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'A', 'SPORT': 'C', 'SCI': 'A'}, Average Score=66.00
Student 854: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'A', 'SPORT': 'C', 'SCI': 'A'}, Average Score=81.40
Student 855: Grades={'ENG': 'B', 'MATH': 'F', 'CP': 'B', 'SPORT': 'A', 'SCI': 'D'}, Average Score=68.00
Student 856: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'B', 'SPORT': 'D', 'SCI': 'A'}, Average Score=79.00
Student 857: Grades={'ENG': 'B', 'MATH': 'F', 'CP': 'A', 'SPORT': 'A', 'SCI': 'C'}, Average Score=77.00
Student 858: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'D', 'SPORT': 'C', 'SCI': 'C'}, Average Score=65.40
Student 859: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'F', 'SPORT': 'A', 'SCI': 'D'}, Average Score=73.00
Student 860: Grades={'ENG': 'B', 'MATH': 'C', 'CP': 'F', 'SPORT': 'C', 'SCI': 'D'}, Average Score=63.40
Student 861: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'C', 'SPORT': 'C', 'SCI': 'C'}, Average Score=74.00
Student 862: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'D', 'SPORT': 'D', 'SCI': 'D'}, Average Score=67.80
Student 863: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'B'}, Average Score=89.60
Student 864: Grades={'ENG': 'C', 'MATH': 'F', 'CP': 'A', 'SPORT': 'F', 'SCI': 'C'}, Average Score=60.20
Student 865: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'D', 'SPORT': 'A', 'SCI': 'F'}, Average Score=71.80
Student 866: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'A', 'SPORT': 'C', 'SCI': 'A'}, Average Score=80.00
Student 867: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'B', 'SPORT': 'D', 'SCI': 'A'}, Average Score=68.00
Student 868: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'B', 'SPORT': 'D', 'SCI': 'C'}, Average Score=73.00
Student 869: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'D', 'SPORT': 'C', 'SCI': 'A'}, Average Score=71.80
Student 870: Grades={'ENG': 'B', 'MATH': 'D', 'CP': 'F', 'SPORT': 'A', 'SCI': 'F'}, Average Score=61.20
Student 871: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'F'}, Average Score=76.00
Student 872: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'D'}, Average Score=84.80
Student 873: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'A', 'SPORT': 'D', 'SCI': 'F'}, Average Score=71.60
Student 874: Grades={'ENG': 'D', 'MATH': 'D', 'CP': 'D', 'SPORT': 'A', 'SCI': 'F'}, Average Score=62.20
Student 875: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'A', 'SPORT': 'F', 'SCI': 'A'}, Average Score=70.40
Student 876: Grades={'ENG': 'B', 'MATH': 'D', 'CP': 'B', 'SPORT': 'B', 'SCI': 'A'}, Average Score=74.80
Student 877: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'D', 'SPORT': 'B', 'SCI': 'A'}, Average Score=71.40
Student 878: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'B', 'SPORT': 'F', 'SCI': 'A'}, Average Score=71.80
Student 879: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'F', 'SPORT': 'A', 'SCI': 'A'}, Average Score=62.80
Student 880: Grades={'ENG': 'B', 'MATH': 'F', 'CP': 'D', 'SPORT': 'F', 'SCI': 'C'}, Average Score=56.40
Student 881: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'B', 'SPORT': 'F', 'SCI': 'B'}, Average Score=70.20
Student 882: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'F', 'SPORT': 'D', 'SCI': 'A'}, Average Score=72.80
Student 883: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=81.80
Student 884: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'B', 'SPORT': 'F', 'SCI': 'D'}, Average Score=68.40
Student 885: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'B', 'SPORT': 'A', 'SCI': 'F'}, Average Score=78.40
Student 886: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'D', 'SPORT': 'F', 'SCI': 'B'}, Average Score=63.40
Student 887: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'A', 'SPORT': 'B', 'SCI': 'B'}, Average Score=76.00
Student 888: Grades={'ENG': 'C', 'MATH': 'F', 'CP': 'F', 'SPORT': 'F', 'SCI': 'F'}, Average Score=49.20
Student 889: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'D', 'SPORT': 'F', 'SCI': 'F'}, Average Score=67.20
Student 890: Grades={'ENG': 'D', 'MATH': 'B', 'CP': 'F', 'SPORT': 'C', 'SCI': 'A'}, Average Score=67.40
Student 891: Grades={'ENG': 'D', 'MATH': 'F', 'CP': 'A', 'SPORT': 'C', 'SCI': 'D'}, Average Score=61.80
Student 892: Grades={'ENG': 'F', 'MATH': 'C', 'CP': 'F', 'SPORT': 'B', 'SCI': 'B'}, Average Score=61.00
Student 893: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'C', 'SPORT': 'F', 'SCI': 'C'}, Average Score=67.20
Student 894: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'A', 'SPORT': 'A', 'SCI': 'F'}, Average Score=66.40
Student 895: Grades={'ENG': 'C', 'MATH': 'C', 'CP': 'D', 'SPORT': 'A', 'SCI': 'B'}, Average Score=67.20
Student 896: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'C', 'SPORT': 'A', 'SCI': 'A'}, Average Score=74.60
Student 897: Grades={'ENG': 'D', 'MATH': 'C', 'CP': 'C', 'SPORT': 'C', 'SCI': 'A'}, Average Score=65.20
Student 898: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'D', 'SPORT': 'F', 'SCI': 'A'}, Average Score=70.20
Student 899: Grades={'ENG': 'C', 'MATH': 'F', 'CP': 'D', 'SPORT': 'A', 'SCI': 'A'}, Average Score=69.00
Student 900: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'C', 'SPORT': 'A', 'SCI': 'D'}, Average Score=71.40
Student 901: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'A', 'SPORT': 'B', 'SCI': 'A'}, Average Score=82.40
Student 902: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'F', 'SPORT': 'C', 'SCI': 'D'}, Average Score=58.60
Student 903: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'B', 'SPORT': 'D', 'SCI': 'F'}, Average Score=65.80
Student 904: Grades={'ENG': 'B', 'MATH': 'D', 'CP': 'D', 'SPORT': 'A', 'SCI': 'D'}, Average Score=65.00
Student 905: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'A', 'SPORT': 'B', 'SCI': 'A'}, Average Score=83.00
Student 906: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'A', 'SPORT': 'D', 'SCI': 'F'}, Average Score=65.80
Student 907: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'B'}, Average Score=78.20
Student 908: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'A', 'SPORT': 'F', 'SCI': 'B'}, Average Score=73.40
Student 909: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'D', 'SPORT': 'F', 'SCI': 'F'}, Average Score=55.80
Student 910: Grades={'ENG': 'F', 'MATH': 'B', 'CP': 'B', 'SPORT': 'A', 'SCI': 'F'}, Average Score=63.20
Student 911: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'A', 'SPORT': 'C', 'SCI': 'A'}, Average Score=78.60
Student 912: Grades={'ENG': 'C', 'MATH': 'F', 'CP': 'D', 'SPORT': 'D', 'SCI': 'A'}, Average Score=60.60
Student 913: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'B', 'SPORT': 'F', 'SCI': 'D'}, Average Score=61.40
Student 914: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'F', 'SPORT': 'A', 'SCI': 'B'}, Average Score=72.60
Student 915: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'A', 'SPORT': 'F', 'SCI': 'F'}, Average Score=66.40
Student 916: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'A', 'SPORT': 'D', 'SCI': 'C'}, Average Score=60.20
Student 917: Grades={'ENG': 'C', 'MATH': 'F', 'CP': 'F', 'SPORT': 'B', 'SCI': 'C'}, Average Score=59.00
Student 918: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'D', 'SPORT': 'F', 'SCI': 'C'}, Average Score=59.00
Student 919: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'F', 'SPORT': 'A', 'SCI': 'B'}, Average Score=58.20
Student 920: Grades={'ENG': 'D', 'MATH': 'F', 'CP': 'D', 'SPORT': 'D', 'SCI': 'B'}, Average Score=58.60
Student 921: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'D', 'SPORT': 'A', 'SCI': 'A'}, Average Score=77.20
Student 922: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'A', 'SPORT': 'C', 'SCI': 'A'}, Average Score=80.60
Student 923: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'A', 'SPORT': 'C', 'SCI': 'C'}, Average Score=59.00
Student 924: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'D', 'SPORT': 'A', 'SCI': 'A'}, Average Score=67.60
Student 925: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'A', 'SPORT': 'D', 'SCI': 'D'}, Average Score=69.80
Student 926: Grades={'ENG': 'B', 'MATH': 'D', 'CP': 'F', 'SPORT': 'F', 'SCI': 'A'}, Average Score=62.80
Student 927: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=72.00
Student 928: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'C', 'SPORT': 'A', 'SCI': 'A'}, Average Score=81.60
Student 929: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'A', 'SPORT': 'C', 'SCI': 'A'}, Average Score=70.20
Student 930: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'A', 'SPORT': 'D', 'SCI': 'B'}, Average Score=62.80
Student 931: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=78.60
Student 932: Grades={'ENG': 'C', 'MATH': 'B', 'CP': 'A', 'SPORT': 'A', 'SCI': 'D'}, Average Score=78.00
Student 933: Grades={'ENG': 'B', 'MATH': 'F', 'CP': 'B', 'SPORT': 'A', 'SCI': 'B'}, Average Score=73.40
Student 934: Grades={'ENG': 'C', 'MATH': 'F', 'CP': 'A', 'SPORT': 'B', 'SCI': 'F'}, Average Score=61.80
Student 935: Grades={'ENG': 'B', 'MATH': 'D', 'CP': 'B', 'SPORT': 'B', 'SCI': 'A'}, Average Score=72.60
Student 936: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'F', 'SPORT': 'F', 'SCI': 'C'}, Average Score=55.00
Student 937: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'C', 'SPORT': 'A', 'SCI': 'A'}, Average Score=76.00
Student 938: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'A', 'SPORT': 'F', 'SCI': 'A'}, Average Score=77.20
Student 939: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'A', 'SPORT': 'B', 'SCI': 'B'}, Average Score=77.20
Student 940: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'B', 'SPORT': 'A', 'SCI': 'A'}, Average Score=79.60
Student 941: Grades={'ENG': 'D', 'MATH': 'B', 'CP': 'A', 'SPORT': 'A', 'SCI': 'D'}, Average Score=70.00
Student 942: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'C', 'SPORT': 'D', 'SCI': 'A'}, Average Score=62.60
Student 943: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'D', 'SPORT': 'A', 'SCI': 'A'}, Average Score=86.00
Student 944: Grades={'ENG': 'F', 'MATH': 'C', 'CP': 'F', 'SPORT': 'A', 'SCI': 'B'}, Average Score=60.20
Student 945: Grades={'ENG': 'B', 'MATH': 'D', 'CP': 'C', 'SPORT': 'C', 'SCI': 'D'}, Average Score=62.20
Student 946: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'C', 'SPORT': 'A', 'SCI': 'C'}, Average Score=75.00
Student 947: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'D', 'SPORT': 'D', 'SCI': 'C'}, Average Score=67.00
Student 948: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=89.80
Student 949: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'A', 'SPORT': 'B', 'SCI': 'B'}, Average Score=77.00
Student 950: Grades={'ENG': 'D', 'MATH': 'F', 'CP': 'D', 'SPORT': 'A', 'SCI': 'D'}, Average Score=62.40
Student 951: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'B', 'SCI': 'D'}, Average Score=78.80
Student 952: Grades={'ENG': 'D', 'MATH': 'D', 'CP': 'A', 'SPORT': 'C', 'SCI': 'A'}, Average Score=72.20
Student 953: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'C', 'SPORT': 'C', 'SCI': 'A'}, Average Score=81.60
Student 954: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'F', 'SPORT': 'B', 'SCI': 'F'}, Average Score=67.00
Student 955: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'C', 'SPORT': 'B', 'SCI': 'C'}, Average Score=66.20
Student 956: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'B', 'SPORT': 'A', 'SCI': 'A'}, Average Score=79.80
Student 957: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'A', 'SPORT': 'F', 'SCI': 'D'}, Average Score=63.60
Student 958: Grades={'ENG': 'C', 'MATH': 'F', 'CP': 'F', 'SPORT': 'B', 'SCI': 'F'}, Average Score=53.00
Student 959: Grades={'ENG': 'D', 'MATH': 'B', 'CP': 'C', 'SPORT': 'A', 'SCI': 'A'}, Average Score=73.40
Student 960: Grades={'ENG': 'B', 'MATH': 'B', 'CP': 'C', 'SPORT': 'A', 'SCI': 'A'}, Average Score=76.40
Student 961: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'A', 'SPORT': 'B', 'SCI': 'C'}, Average Score=73.40
Student 962: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'D', 'SPORT': 'A', 'SCI': 'A'}, Average Score=75.80
Student 963: Grades={'ENG': 'D', 'MATH': 'D', 'CP': 'A', 'SPORT': 'D', 'SCI': 'D'}, Average Score=65.60
Student 964: Grades={'ENG': 'F', 'MATH': 'C', 'CP': 'A', 'SPORT': 'B', 'SCI': 'C'}, Average Score=66.00
Student 965: Grades={'ENG': 'C', 'MATH': 'D', 'CP': 'A', 'SPORT': 'A', 'SCI': 'F'}, Average Score=68.20
Student 966: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'B', 'SCI': 'F'}, Average Score=75.00
Student 967: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'C', 'SPORT': 'A', 'SCI': 'F'}, Average Score=67.20
Student 968: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'A', 'SPORT': 'A', 'SCI': 'F'}, Average Score=73.60
Student 969: Grades={'ENG': 'F', 'MATH': 'C', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=77.80
Student 970: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=88.20
Student 971: Grades={'ENG': 'C', 'MATH': 'F', 'CP': 'B', 'SPORT': 'F', 'SCI': 'A'}, Average Score=62.60
Student 972: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'C', 'SPORT': 'B', 'SCI': 'A'}, Average Score=78.20
Student 973: Grades={'ENG': 'B', 'MATH': 'B', 'CP': 'B', 'SPORT': 'A', 'SCI': 'B'}, Average Score=78.20
Student 974: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'C', 'SPORT': 'A', 'SCI': 'B'}, Average Score=77.80
Student 975: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'A', 'SPORT': 'C', 'SCI': 'D'}, Average Score=77.00
Student 976: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'F', 'SPORT': 'F', 'SCI': 'C'}, Average Score=56.80
Student 977: Grades={'ENG': 'D', 'MATH': 'D', 'CP': 'F', 'SPORT': 'C', 'SCI': 'A'}, Average Score=58.80
Student 978: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'B', 'SPORT': 'B', 'SCI': 'D'}, Average Score=71.20
Student 979: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'C', 'SPORT': 'B', 'SCI': 'A'}, Average Score=63.80
Student 980: Grades={'ENG': 'D', 'MATH': 'C', 'CP': 'F', 'SPORT': 'F', 'SCI': 'C'}, Average Score=52.80
Student 981: Grades={'ENG': 'C', 'MATH': 'F', 'CP': 'F', 'SPORT': 'A', 'SCI': 'F'}, Average Score=57.00
Student 982: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'C', 'SPORT': 'D', 'SCI': 'D'}, Average Score=51.60
Student 983: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'B', 'SPORT': 'A', 'SCI': 'C'}, Average Score=74.40
Student 984: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'A', 'SPORT': 'F', 'SCI': 'A'}, Average Score=70.80
Student 985: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'C', 'SPORT': 'B', 'SCI': 'C'}, Average Score=70.80
Student 986: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=86.20
Student 987: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'B', 'SPORT': 'F', 'SCI': 'A'}, Average Score=74.80
Student 988: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'A', 'SPORT': 'A', 'SCI': 'B'}, Average Score=68.60
Student 989: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'D', 'SPORT': 'F', 'SCI': 'A'}, Average Score=73.20
Student 990: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'D'}, Average Score=78.00
Student 991: Grades={'ENG': 'F', 'MATH': 'C', 'CP': 'C', 'SPORT': 'B', 'SCI': 'A'}, Average Score=68.60
Student 992: Grades={'ENG': 'C', 'MATH': 'B', 'CP': 'B', 'SPORT': 'C', 'SCI': 'D'}, Average Score=67.00
Student 993: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'F', 'SPORT': 'A', 'SCI': 'A'}, Average Score=80.20
Student 994: Grades={'ENG': 'C', 'MATH': 'D', 'CP': 'D', 'SPORT': 'A', 'SCI': 'A'}, Average Score=68.80
Student 995: Grades={'ENG': 'D', 'MATH': 'D', 'CP': 'D', 'SPORT': 'C', 'SCI': 'D'}, Average Score=56.80
Student 996: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'F', 'SPORT': 'C', 'SCI': 'D'}, Average Score=63.40
Student 997: Grades={'ENG': 'B', 'MATH': 'D', 'CP': 'A', 'SPORT': 'C', 'SCI': 'B'}, Average Score=73.20
Student 998: Grades={'ENG': 'B', 'MATH': 'F', 'CP': 'C', 'SPORT': 'C', 'SCI': 'A'}, Average Score=69.00
Student 999: Grades={'ENG': 'C', 'MATH': 'C', 'CP': 'B', 'SPORT': 'A', 'SCI': 'A'}, Average Score=79.60
Student 1000: Grades={'ENG': 'D', 'MATH': 'C', 'CP': 'B', 'SPORT': 'A', 'SCI': 'A'}, Average Score=76.60
